status_id,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
7331091005_10154043564511006,282,627,2598,10,77,280,15,19
7331091005_10154043465026006,660,1366,5704,31,13,924,1,10
7331091005_10154043386446006,183,247,1556,9,19,75,8,32
7331091005_10154043344886006,70,72,598,3,5,108,0,1
7331091005_10154043188336006,117,96,1057,5,27,121,3,3
7331091005_10154042766976006,65,110,387,2,13,3,4,23
7331091005_10154042724721006,266,274,4012,7,14,378,1,1
7331091005_10154042700761006,30,21,361,0,1,13,0,0
7331091005_10154042602126006,229,425,7779,30,29,269,133,11
7331091005_10154042588886006,1079,4630,20947,122,367,952,15,23
7331091005_10154042437946006,77,55,606,3,9,13,0,2
7331091005_10154042408601006,115,184,1500,12,1,151,0,0
7331091005_10154042329281006,44,43,436,2,0,6,0,0
7331091005_10154042181846006,611,646,6036,40,14,143,20,30
7331091005_10154042098196006,333,818,6320,108,77,10,1,4
7331091005_10154042067141006,50,85,2287,2,3,115,0,2
7331091005_10154041460866006,5163,19058,88846,371,4916,1746,23,42
7331091005_10154041424276006,67,163,1136,5,5,102,3,2
7331091005_10154041408936006,612,2653,13490,188,386,43,3,0
7331091005_10154041368951006,454,3364,9853,219,178,68,7,8
7331091005_10154041357726006,129,182,2455,13,6,110,36,3
7331091005_10154041299746006,23,16,564,14,2,1,1,4
7331091005_10154041247206006,13,31,393,2,0,1,2,1
7331091005_10154041169416006,495,1025,12956,26,263,128,11,13
7331091005_10154041128896006,1001,3657,15369,126,144,32,2,4
7331091005_10154041108851006,281,565,5005,30,11,31,0,2
7331091005_10154041071991006,138,169,3868,29,7,25,1,9
7331091005_10154041024141006,4190,10724,25461,241,35,2859,1,5
7331091005_10154041015481006,528,922,7088,34,18,349,4,48
7331091005_10154040944691006,795,2676,21609,72,429,389,6,6
7331091005_10154040941961006,165,190,4273,39,7,169,4,1
7331091005_10154040739166006,269,153,655,3,15,18,10,33
7331091005_10154040704011006,149,163,2219,25,3,187,4,6
7331091005_10154040687571006,61,154,1508,7,30,1,0,0
7331091005_10154040570746006,159,153,2364,7,14,62,10,5
7331091005_10154040526171006,215,116,1074,5,8,43,1,11
7331091005_10154040353256006,89,432,2215,39,7,1,0,0
7331091005_10154040344116006,609,1919,4909,27,187,219,1,3
7331091005_10154040336716006,168,148,2686,47,3,51,0,0
7331091005_10154040286186006,73,176,1357,10,37,1,2,0
7331091005_10154040205776006,50,52,775,2,1,0,0,0
7331091005_10154040165216006,408,490,11673,117,10,822,4,5
7331091005_10154040099736006,270,1783,16849,1400,54,8,11,0
7331091005_10154040127156006,12,45,547,10,0,1,3,0
7331091005_10154040065181006,1316,831,12858,23,141,1151,7,68
7331091005_10154039942646006,7557,41953,60797,282,137,9751,16,5
7331091005_10154039872841006,289,304,2932,45,13,49,1,0
7331091005_10154039721071006,54384,375739,187483,1462,393,24844,139,256
7331091005_10154039338016006,676,4165,17457,123,601,44,6,2
7331091005_10154039348761006,14412,54846,52830,210,154,8285,23,769
7331091005_10154039319641006,884,5381,24932,461,271,68,15,25
7331091005_10154039264216006,190,497,9354,136,26,56,2,10
7331091005_10154039232406006,1322,4490,38860,717,506,353,60,88
7331091005_10154039126091006,254,389,6281,75,93,18,0,11
7331091005_10154039086361006,171,675,13435,114,110,15,12,24
7331091005_10154039027166006,152,951,12720,136,107,41,4,12
7331091005_10154039044196006,171,237,4080,48,35,22,2,9
7331091005_10154038883086006,5020,11066,31995,352,1584,139,12,18
7331091005_10154038867196006,42,91,1098,13,11,1,1,1
7331091005_10154038765021006,350,2287,21477,295,141,19,3,5
7331091005_10154038699551006,1032,5825,9337,54,280,211,0,3
7331091005_10154038664441006,48,140,1079,23,2,0,0,0
7331091005_10154038630841006,28,22,320,1,3,2,2,1
7331091005_10154038587871006,153,104,1204,2,13,50,1,4
7331091005_10154038559161006,73,27,403,8,0,5,0,2
7331091005_10154038528686006,897,1685,4847,8,34,485,3,14
7331091005_10154038436176006,227,248,1337,8,57,1,0,0
7331091005_10154038297301006,545,1077,8257,265,148,13,2,1
7331091005_10154038233421006,92,146,1559,8,14,17,1,4
7331091005_10154038209746006,19,31,479,2,1,0,6,1
7331091005_10154038094771006,108,43,482,4,6,39,15,0
7331091005_10154038066311006,1125,819,4420,7,73,369,4,12
7331091005_10154038012181006,334,847,4701,3,117,11,963,15
7331091005_10154037937951006,317,1538,24444,221,112,14,0,9
7331091005_10154037867461006,424,3029,15670,182,114,7,0,2
7331091005_10154037818306006,428,484,2318,8,35,89,195,574
7331091005_10154037272961006,1086,1156,12262,140,29,668,5,48
7331091005_10154037241281006,15,13,317,0,1,20,1,0
7331091005_10154037147366006,82,78,978,4,2,72,0,0
7331091005_10154037072691006,45,60,494,3,8,16,0,3
7331091005_10154037025636006,95,268,6043,106,14,2,0,3
7331091005_10154036955671006,447,1575,9033,71,50,727,1,18
7331091005_10154036893571006,181,441,8500,116,64,14,6,19
7331091005_10154036865191006,580,939,5933,74,141,187,1,15
7331091005_10154036820026006,235,580,8498,116,86,13,10,18
7331091005_10154036739526006,671,2189,8852,99,23,487,33,52
7331091005_10154036605841006,244,503,9999,112,7,658,0,7
7331091005_10154036426131006,93,111,4137,75,2,10,0,2
7331091005_10154036236351006,261,235,3188,22,15,86,13,3
7331091005_10154036183371006,216,489,3386,19,149,2,0,1
7331091005_10154036061916006,69,86,1149,5,0,66,0,1
7331091005_10154035971476006,24,25,588,1,10,0,15,4
7331091005_10154035913486006,97,110,1606,16,16,8,2,1
7331091005_10154035817486006,99,99,1318,15,12,1,2,1
7331091005_10154035763431006,36,47,1019,18,0,7,0,0
7331091005_10154035219626006,213,802,8636,114,26,186,1,1
7331091005_10154035165686006,216,232,3417,26,78,12,1,1
7331091005_10154035107361006,503,1698,7874,53,384,117,0,0
7331091005_10154035082271006,120,142,3333,48,1,37,0,4
7331091005_10154035024176006,1777,5288,16783,62,960,126,7,2
7331091005_10154034979961006,97,112,978,2,3,18,2,3
7331091005_10154034889181006,59,135,2326,29,3,25,1,3
7331091005_10154034737716006,114,293,3217,21,113,1,0,0
7331091005_10154034625631006,75,62,2248,32,0,71,1,5
7331091005_10154034453951006,9249,18633,36572,355,299,1637,14,109
7331091005_10154033955871006,137,48,842,1,20,38,6,1
7331091005_10154033832871006,27,9,939,23,0,0,0,0
7331091005_10154033725556006,18,66,2094,67,4,2,0,0
7331091005_10154033008416006,479,684,6520,44,21,167,2,7
7331091005_10154032996271006,18,17,412,5,0,3,1,1
7331091005_10154032986341006,56,258,4348,26,75,3,1,0
7331091005_10154032975016006,191,808,9285,42,8,414,1,0
7331091005_10154032931361006,60,357,2080,40,23,1,0,1
7331091005_10154032914611006,158,1235,5251,41,29,123,0,2
7331091005_10154032644066006,2548,4364,13407,53,233,848,3,2
7331091005_10154032562446006,2580,6194,41029,596,765,157,73,126
7331091005_10154032533696006,3315,8169,24572,129,259,2223,1,0
7331091005_10154032455436006,305,215,2117,10,41,64,0,0
7331091005_10154032434231006,117,500,4389,20,41,29,2,1
7331091005_10154032284786006,36,30,511,3,1,10,1,4
7331091005_10154032148361006,1445,2133,8648,84,9,478,3,3
7331091005_10154032003936006,54,314,2698,60,4,15,0,2
7331091005_10154031933571006,1132,2092,14164,43,539,92,2,1
7331091005_10154031871876006,676,380,6819,48,19,451,1,1
7331091005_10154031825721006,115,78,2126,13,2,56,1,0
7331091005_10154031755401006,418,5947,13683,349,69,7,322,1
7331091005_10154031628671006,195,174,991,13,6,29,4,30
7331091005_10154031524221006,1545,3354,14211,257,11,951,17,5
7331091005_10154030864471006,40,40,841,23,8,3,0,5
7331091005_10154030820821006,295,2035,12247,184,33,20,762,7
7331091005_10154030809346006,891,1316,9143,132,7,670,8,1
7331091005_10154030800606006,796,4066,13388,186,60,488,1,13
7331091005_10154030688686006,1667,8194,48241,262,236,759,6079,70
7331091005_10154030678361006,1500,5904,18814,228,69,1155,42,61
7331091005_10154030668251006,431,1332,15182,183,45,247,36,46
7331091005_10154030346111006,549,199,2992,38,60,194,2,7
7331091005_10154030239286006,100,125,3216,34,6,10,2,1
7331091005_10154030181086006,1407,2396,15560,320,31,489,14,78
7331091005_10154030162131006,1299,2609,9190,267,45,67,21,393
7331091005_10154030076301006,188,142,1484,19,3,19,1,1
7331091005_10154030058496006,26,12,244,0,5,5,0,3
7331091005_10154030021806006,224,1555,7153,13,204,1,1979,7
7331091005_10154029939791006,432,479,4523,72,4,342,2,0
7331091005_10154029826921006,83,962,3088,15,25,2,1,0
7331091005_10154029811621006,176,175,1555,14,5,19,0,2
7331091005_10154029805321006,129,116,1417,19,0,87,1,1
7331091005_10154029680361006,178,119,1321,16,3,44,0,0
7331091005_10154029621896006,141,152,3992,39,23,7,0,5
7331091005_10154029589936006,60,31,312,1,6,24,1,0
7331091005_10154029570781006,257,1046,12997,159,192,25,1,1
7331091005_10154029560171006,32,50,365,2,0,11,0,0
7331091005_10154029519866006,57,263,2531,105,6,3,0,0
7331091005_10154029467566006,143,174,1336,3,48,3,171,6
7331091005_10154029452926006,113,34,808,3,0,53,0,1
7331091005_10154029362911006,146,148,1728,2,84,44,12,3
7331091005_10154029312606006,359,1826,7902,85,0,473,0,5
7331091005_10154029287806006,122,636,8597,128,12,5,49,5
7331091005_10154029273501006,54,288,3652,56,22,1,0,5
7331091005_10154028691901006,361,1998,11413,183,219,57,3,6
7331091005_10154028657896006,149,828,16392,199,59,10,3,10
7331091005_10154028642711006,792,3020,10229,109,20,949,43,69
7331091005_10154028499151006,378,691,11502,136,276,72,2,10
7331091005_10154028485486006,1417,1401,12422,62,92,1444,6,38
7331091005_10154028471186006,26,91,2018,13,38,0,0,1
7331091005_10154028455151006,122,326,3309,43,11,8,2,31
7331091005_10154028437841006,154,200,2900,31,31,9,2,6
7331091005_10154028412321006,111,168,2480,14,108,5,2,3
7331091005_10154028172541006,532,6319,21254,222,355,21,2,7
7331091005_10154028139266006,3273,11026,16956,124,43,1296,1,1
7331091005_10154028101536006,83,127,584,43,0,1,0,4
7331091005_10154027979231006,134,62,777,8,7,54,0,5
7331091005_10154027921131006,235,269,2566,7,34,79,0,5
7331091005_10154027885036006,175,198,1396,4,13,102,0,6
7331091005_10154027820351006,879,1824,7315,17,60,466,1,4
7331091005_10154027775346006,834,2207,12317,35,789,16,2,0
7331091005_10154027753016006,10858,42680,42473,366,47,7477,11,48
7331091005_10154027704646006,272,488,3615,32,11,84,0,0
7331091005_10154027690216006,37,93,359,6,1,0,1,0
7331091005_10154027650651006,103,158,1703,19,101,3,2,0
7331091005_10154027586146006,52,71,771,5,2,9,0,1
7331091005_10154027443351006,98,81,2381,12,3,114,0,0
7331091005_10154027389001006,122,77,1040,5,4,20,0,1
7331091005_10154027331351006,279,1173,27768,379,51,637,1,42
7331091005_10154027337871006,1230,1481,9021,146,61,368,9,275
7331091005_10154027299161006,549,1818,5937,46,53,196,6,5
7331091005_10154026558636006,229,1184,8606,98,106,10,3,7
7331091005_10154026534486006,262,314,1167,0,45,8,97,21
7331091005_10154026448441006,285,1157,15605,211,180,13,1,13
7331091005_10154026439931006,2604,16055,35185,595,1000,179,3,16
7331091005_10154026422696006,260,599,5204,122,67,18,4,21
7331091005_10154026391186006,181,287,5804,57,90,6,0,5
7331091005_10154026236551006,136,277,7267,86,69,15,1,2
7331091005_10154026107161006,277,260,4527,20,46,6,1,7
7331091005_10154026075491006,2222,2396,14301,177,96,350,4,46
7331091005_10154026045556006,636,1250,11208,363,5,694,0,6
7331091005_10154025950886006,1960,5900,22274,1098,14,1642,1,16
7331091005_10154025824956006,23,14,428,7,0,0,0,0
7331091005_10154025774481006,272,384,6194,36,30,13,1,1
7331091005_10154025747811006,173,1120,7901,237,89,7,0,7
7331091005_10154025632556006,138,694,3999,26,23,1,0,1
7331091005_10154025589501006,463,1100,7783,56,35,149,3,12
7331091005_10154025478446006,838,1671,9247,183,34,84,1,1
7331091005_10154025484791006,287,0,2964,68,55,0,0,2
7331091005_10154025413311006,348,1608,12846,277,152,29,0,19
7331091005_10154025371261006,844,3108,18403,250,637,161,0,15
7331091005_10154025321041006,733,6060,28736,668,414,27,8,65
7331091005_10154025300346006,45,43,1358,10,1,60,0,1
7331091005_10154025241221006,363,303,3919,54,10,102,0,33
7331091005_10154025184406006,230,318,1980,3,104,14,1,0
7331091005_10154025096471006,124,94,1616,7,2,72,1,0
7331091005_10154025087936006,207,109,1863,27,8,124,1,8
7331091005_10154025014626006,168,437,3135,35,9,204,0,1
7331091005_10154024484131006,300,2162,12877,339,219,36,4,27
7331091005_10154024426096006,2849,17536,44096,984,1512,184,18,45
7331091005_10154024415631006,1722,9810,37662,1235,693,196,9,47
7331091005_10154024290086006,298,1008,7672,74,12,295,0,4
7331091005_10154024258801006,453,3544,14316,315,217,16,2,6
7331091005_10154024249296006,5025,26586,58378,204,1061,4444,36,21
7331091005_10154024124281006,1079,1587,9535,166,18,770,5,17
7331091005_10154024106671006,77,236,4928,76,32,4,0,1
7331091005_10154024034931006,106,117,1163,7,42,7,1,2
7331091005_10154024010971006,642,1032,11453,65,308,145,3,4
7331091005_10154023835076006,345,558,5377,43,61,7,0,1
7331091005_10154023803091006,1312,3333,6797,52,407,112,46,247
7331091005_10154023683226006,129,387,4894,97,9,1,0,1
7331091005_10154023601581006,839,2639,11452,50,632,119,1,1
7331091005_10154023525846006,278,977,17031,215,135,18,3,47
7331091005_10154023501201006,198,209,781,4,21,4,10,51
7331091005_10154023448591006,1114,3695,10973,87,465,58,13,20
7331091005_10154023410141006,105,118,1803,18,7,19,1,1
7331091005_10154023288066006,62,41,1263,4,1,17,1,2
7331091005_10154023229336006,217,323,1670,7,4,224,2,0
7331091005_10154023051256006,105,179,2062,17,44,9,0,0
7331091005_10154022913456006,836,774,5421,10,47,414,1,1
7331091005_10154022867096006,1309,3006,12284,40,9,1523,0,1
7331091005_10154022850421006,142,110,886,2,5,90,2,10
7331091005_10154022753731006,1550,13424,34899,1107,297,89,23,556
7331091005_10154022128856006,63,92,785,0,6,13,0,0
7331091005_10154022090616006,837,4347,24374,414,219,45,12,27
7331091005_10154021991306006,90,105,1043,10,29,7,6,3
7331091005_10154021842836006,45,245,5687,130,11,1,0,1
7331091005_10154021753541006,95,73,866,1,11,49,0,0
7331091005_10154021689981006,208,495,13030,56,116,300,28,14
7331091005_10154021658131006,392,1590,9253,147,94,13,2,5
7331091005_10154021600076006,737,4706,22841,189,43,1419,21,41
7331091005_10154021415011006,648,329,5068,42,18,81,9,152
7331091005_10154021384296006,37,11,485,1,0,2,1,11
7331091005_10154021155271006,126,79,1198,2,4,41,1,4
7331091005_10154021098071006,463,378,3510,26,103,40,325,19
7331091005_10154021039606006,127,175,2242,0,36,9,96,9
7331091005_10154020868476006,61,212,4068,74,8,3,0,0
7331091005_10154020713361006,753,1055,6518,36,9,856,2,2
7331091005_10154020665741006,212,332,6796,23,42,123,12,0
7331091005_10154020610476006,55,29,1553,11,6,1,0,1
7331091005_10154020520911006,313,314,6576,48,14,145,4,17
7331091005_10154020446546006,99,281,3698,25,11,77,1,3
7331091005_10154019811136006,92,135,6023,63,17,16,1,6
7331091005_10154019705136006,329,1105,12926,132,106,38,2,4
7331091005_10154019655721006,1277,5116,28925,222,935,685,55,20
7331091005_10154019615066006,387,567,6878,79,33,57,3,3
7331091005_10154019599201006,992,5498,23472,370,434,54,10,22
7331091005_10154019589166006,380,999,4653,31,4,239,1,2
7331091005_10154019520221006,191,0,3101,27,1,251,1,0
7331091005_10154019425836006,477,1122,9126,179,176,120,2,1
7331091005_10154019371716006,42,72,1261,25,17,0,0,1
7331091005_10154019287936006,46,80,895,14,9,2,2,2
7331091005_10154019272381006,359,1489,13739,186,309,37,3,2
7331091005_10154019253671006,89,267,2145,7,27,56,0,1
7331091005_10154019229211006,146,112,1015,2,1,4,0,0
7331091005_10154019169386006,28,36,296,1,0,1,0,0
7331091005_10154019089466006,99,195,936,4,1,99,0,0
7331091005_10154018993826006,14,6,212,0,0,1,0,0
7331091005_10154018978881006,53,75,553,0,19,6,1,0
7331091005_10154018778591006,24,30,380,3,0,1,0,0
7331091005_10154018690286006,19,11,206,1,0,3,0,1
7331091005_10154018667406006,493,1838,7084,152,297,3,0,0
7331091005_10154018618806006,1710,3672,6186,193,211,50,0,1
7331091005_10154018445766006,821,1346,8093,135,6,670,1,12
7331091005_10154018390416006,429,1857,10912,153,129,32,19,36
7331091005_10154018387471006,154,132,1000,28,0,19,1,0
7331091005_10154018279966006,59,41,979,7,13,7,0,2
7331091005_10154018274846006,185,150,1414,3,56,23,31,101
7331091005_10154018233766006,514,954,10832,138,6,489,0,2
7331091005_10154018169586006,94,71,920,8,2,22,0,0
7331091005_10154018147451006,289,324,3265,43,10,99,1,5
7331091005_10154017452121006,375,455,6956,28,16,632,16,53
7331091005_10154017434411006,260,807,6480,113,101,5,2,2
7331091005_10154017329281006,354,2100,6685,117,178,20,2,2
7331091005_10154017402741006,759,1756,4954,55,3,397,4,8
7331091005_10154017322626006,137,194,2791,16,79,4,2,2
7331091005_10154017225361006,733,733,7305,29,57,585,5,220
7331091005_10154017208776006,1548,4457,12042,53,174,666,12,15
7331091005_10154017192026006,582,739,5546,12,62,308,4,17
7331091005_10154017181276006,239,1611,8818,123,245,15,0,0
7331091005_10154017155701006,306,738,2712,39,1,93,2,4
7331091005_10154016921156006,410,628,5513,21,2,229,0,0
7331091005_10154016711421006,459,960,3501,53,7,137,4,0
7331091005_10154016651961006,19,11,277,1,3,3,0,2
7331091005_10154016607441006,28,40,229,0,0,0,0,0
7331091005_10154016600296006,39,35,1158,4,15,8,0,0
7331091005_10154016558526006,292,163,1336,4,10,58,1,3
7331091005_10154016400306006,168,281,9238,89,12,46,1,4
7331091005_10154016375131006,3297,11579,29560,414,1081,249,25,173
7331091005_10154016207691006,232,337,5798,58,6,55,2,2
7331091005_10154016189846006,888,5314,42065,2324,265,24,36,3
7331091005_10154016166496006,12,7,483,5,1,1,0,0
7331091005_10154016015311006,733,620,10561,61,16,975,0,0
7331091005_10154016007256006,232,360,4191,43,13,58,0,0
7331091005_10154015970371006,31,78,1234,3,29,5,0,0
7331091005_10154015858956006,2829,6195,15367,119,390,604,4,8
7331091005_10154015175071006,27,70,917,7,1,58,0,0
7331091005_10154015154906006,627,1093,6461,16,97,163,32,610
7331091005_10154015107501006,207,736,9028,77,98,11,13,30
7331091005_10154015002256006,20,66,1950,25,3,2,108,0
7331091005_10154014955421006,156,1060,17259,178,121,4,2,5
7331091005_10154014872056006,403,387,1429,2,57,8,40,202
7331091005_10154014843456006,98,54,2253,6,9,77,8,20
7331091005_10154014774521006,3775,4642,10997,111,159,792,11,29
7331091005_10154014692331006,351,371,2086,14,100,2,0,0
7331091005_10154014648821006,178,199,2063,34,1,22,0,2
7331091005_10154014520646006,464,2034,6655,294,9,77,0,0
7331091005_10154014494836006,458,483,3545,27,8,116,0,1
7331091005_10154014383916006,197,134,1569,5,6,225,0,53
7331091005_10154014359901006,18,13,406,3,1,3,0,0
7331091005_10154014337866006,381,153,2452,25,7,138,3,9
7331091005_10154014269141006,99,48,1074,5,1,98,2,0
7331091005_10154014226676006,19,13,356,3,0,10,0,0
7331091005_10154014124521006,757,1539,4248,29,2,567,0,1
7331091005_10154014112596006,20,21,271,2,1,13,0,1
7331091005_10154014095761006,17,15,124,0,1,2,0,0
7331091005_10154013976351006,760,1108,6494,19,447,82,464,91
7331091005_10154013964291006,164,94,950,10,40,5,1,1
7331091005_10154013953576006,662,2575,21866,618,44,819,5,0
7331091005_10154013911336006,30,110,2874,55,1,1,13,0
7331091005_10154013842376006,40,40,765,11,2,7,0,0
7331091005_10154013166516006,23,20,404,0,1,6,1,1
7331091005_10154013111201006,560,0,7428,59,9,918,2,1
7331091005_10154013075001006,1377,11148,20175,355,438,145,1,8
7331091005_10154013068871006,427,1088,5578,9,18,677,11,1
7331091005_10154013064796006,234,294,2308,15,7,174,2,0
7331091005_10154012929736006,6847,56485,57689,1186,2491,291,19,35
7331091005_10154012883211006,248,462,6337,73,40,48,2,3
7331091005_10154012801701006,76,440,6631,138,21,3,2,0
7331091005_10154012766811006,56,32,520,4,0,7,1,0
7331091005_10154012689556006,1016,1153,5980,11,68,558,149,44
7331091005_10154012519451006,404,760,3082,28,10,238,1,3
7331091005_10154012530991006,318,272,2715,28,4,191,0,0
7331091005_10154012521101006,255,404,5433,23,69,28,602,49
7331091005_10154012416296006,79,89,868,3,19,16,0,1
7331091005_10154012372691006,9047,6498,2821,30,286,1144,239,2061
7331091005_10154012370666006,77,36,477,3,8,32,30,5
7331091005_10154012265656006,183,200,2361,27,1,103,0,13
7331091005_10154012214661006,2985,12583,19643,343,277,94,2,1
7331091005_10154012133731006,3966,11537,46183,695,350,450,11,120
7331091005_10154012057886006,16215,27707,41303,193,60,7848,10,7
7331091005_10154012021311006,190,340,8993,65,15,58,2,6
7331091005_10154011866171006,229,219,1482,17,44,10,1,1
7331091005_10154011800596006,174,194,2289,29,5,82,0,6
7331091005_10154011735496006,458,754,8059,198,7,95,4,10
7331091005_10154011666486006,300,293,2740,20,9,179,3,41
7331091005_10154011106471006,143,278,6397,93,55,13,4,8
7331091005_10154011087206006,391,742,14885,159,145,32,12,6
7331091005_10154011070126006,1351,3698,19021,386,68,99,436,7
7331091005_10154011037646006,32,38,678,4,6,3,0,0
7331091005_10154011020086006,470,727,8147,133,5,170,0,1
7331091005_10154010971081006,82,74,980,3,20,22,0,0
7331091005_10154010925501006,315,827,8530,160,75,21,5,8
7331091005_10154010926226006,2626,15614,43718,258,76,4842,66,47
7331091005_10154010888956006,2531,7537,37490,397,1537,114,17,40
7331091005_10154010815481006,96,643,16197,186,64,2,1,6
7331091005_10154010803106006,77,103,3569,31,5,76,0,1
7331091005_10154010751806006,61,54,2794,7,2,4,44,2
7331091005_10154010703621006,65,76,340,0,11,13,0,1
7331091005_10154010556836006,66,132,2726,60,2,4,0,0
7331091005_10154010266396006,208,842,3426,140,100,4,1,1
7331091005_10154010276156006,674,1541,13475,278,136,48,3,1
7331091005_10154010142996006,459,622,3501,56,0,85,2,2
7331091005_10154010113176006,165,1804,12262,543,71,7,8,0
7331091005_10154010086436006,245,531,5318,46,84,7,1,1
7331091005_10154010029311006,48,91,815,8,3,14,0,0
7331091005_10154010007936006,77,42,875,8,1,26,18,0
7331091005_10154009939646006,18,15,1131,6,6,0,0,0
7331091005_10154009891101006,14,14,113,0,0,0,0,0
7331091005_10154009821301006,110,35,1367,7,10,93,1,18
7331091005_10154009763811006,63,92,1015,0,3,20,19,1
7331091005_10154009709806006,508,1631,7323,28,445,12,1,1
7331091005_10154009609271006,743,2841,11785,80,11,1318,3,3
7331091005_10154009608991006,217,189,3229,31,2,5,101,12
7331091005_10154009567251006,242,252,2668,4,11,63,5,189
7331091005_10154008930981006,1917,2733,9181,15,409,569,7,175
7331091005_10154008857296006,1525,2317,16218,142,520,228,39,525
7331091005_10154008767751006,442,481,12802,193,18,342,1,8
7331091005_10154008694401006,126,17,1400,3,5,13,15,1
7331091005_10154008596711006,641,1492,8622,138,17,190,1,6
7331091005_10154008539461006,2251,7814,39178,497,334,117,13,77
7331091005_10154008526936006,1150,2766,9771,65,8,1165,1,4
7331091005_10154008442916006,545,604,3720,22,5,427,5,4
7331091005_10154008389291006,190,145,3156,6,20,237,2,7
7331091005_10154008236421006,613,4265,47366,1160,421,65,199,4
7331091005_10154008173741006,163,223,2204,15,4,10,0,0
7331091005_10154008105866006,281,797,8504,185,24,70,3,1
7331091005_10154008043986006,309,1826,19801,310,257,29,2,3
7331091005_10154007832146006,14117,90198,124296,3077,1232,1157,352,4503
7331091005_10154007756591006,552,826,8967,58,19,393,2,10
7331091005_10154007739611006,1319,3201,15355,460,124,160,68,1044
7331091005_10154007633686006,27,18,879,10,1,22,0,0
7331091005_10154007602991006,837,305,2064,11,42,130,5,8
7331091005_10154007528456006,3345,9546,24653,171,935,240,7,0
7331091005_10154007456296006,25,46,914,17,0,8,0,0
7331091005_10154007286361006,174,363,1701,8,12,2,0,0
7331091005_10154007246441006,915,784,1281,22,4,166,0,0
7331091005_10154006417271006,159,312,5203,75,55,6,1,5
7331091005_10154006328946006,259,242,7727,80,6,53,11,4
7331091005_10154006268471006,766,1646,9026,67,16,708,8,16
7331091005_10154006216196006,348,1025,10575,113,247,17,0,3
7331091005_10154006119401006,2557,3804,7949,12,210,567,1,2
7331091005_10154006076411006,112,321,6986,60,90,6,0,8
7331091005_10154005948461006,493,651,2868,41,4,178,0,3
7331091005_10154005896226006,97,251,822,2,83,10,4,1
7331091005_10154005838226006,1092,1672,7821,38,5,912,18,16
7331091005_10154005818071006,72,230,2741,35,31,21,1,3
7331091005_10154005777751006,178,656,6269,71,30,37,0,4
7331091005_10154005718641006,77,224,5361,72,34,0,1,2
7331091005_10154005571861006,167,347,2184,18,45,12,0,0
7331091005_10154005533181006,246,889,5681,71,118,5,5,3
7331091005_10154005488856006,956,4231,7600,102,8,785,4,7
7331091005_10154005477151006,133,49,1802,3,3,68,16,3
7331091005_10154005425876006,857,1169,5496,46,9,368,0,1
7331091005_10154005361766006,267,385,3017,36,2,111,0,0
7331091005_10154005351886006,139,244,5008,88,7,16,0,2
7331091005_10154005295356006,51,35,398,1,0,13,0,0
7331091005_10154005022206006,544,429,2459,15,17,103,1,29
7331091005_10154004908966006,177,95,1869,9,1,7,0,0
7331091005_10154004857566006,325,222,2856,18,6,65,0,2
7331091005_10154004821401006,46,35,499,1,1,0,0,2
7331091005_10154004086721006,338,998,13792,385,13,446,14,21
7331091005_10154004039436006,1080,1033,4701,15,209,102,4,2
7331091005_10154004007856006,139,272,2235,18,80,4,0,1
7331091005_10154003988051006,33,9,341,2,0,1,2,1
7331091005_10154003954756006,143,228,2826,40,31,19,2,5
7331091005_10154003928336006,298,575,2809,18,4,316,3,4
7331091005_10154003734901006,136,580,3161,50,74,9,2,0
7331091005_10154003627336006,91,142,2270,7,6,164,2,5
7331091005_10154003611671006,59,66,1427,12,4,3,0,1
7331091005_10154003582311006,130,149,963,17,1,22,1,2
7331091005_10154003571196006,507,930,3409,40,74,30,7,3
7331091005_10154003359406006,239,118,1973,20,21,4,0,1
7331091005_10154003337571006,74,185,3069,27,16,2,0,2
7331091005_10154003246031006,318,210,4110,22,9,215,0,15
7331091005_10154003104766006,658,194,1116,1,8,96,3,88
7331091005_10154003041821006,96,238,2182,17,10,23,1,6
7331091005_10154003031211006,323,1218,6214,84,25,56,1,2
7331091005_10154002941291006,54,68,500,1,19,1,5,33
7331091005_10154002908971006,1139,768,2547,16,40,323,9,13
7331091005_10154002872986006,111,151,1482,9,4,24,2,13
7331091005_10154002776911006,10,26,765,3,0,0,0,1
7331091005_10154002720711006,215,1130,5065,51,67,7,1,3
7331091005_10154002679201006,35,22,640,0,3,2,0,1
7331091005_10154002634241006,53,35,486,0,1,22,0,1
7331091005_10154002612961006,129,149,5024,47,24,11,2,4
7331091005_10154002551001006,281,490,6699,239,5,171,2,14
7331091005_10154001864821006,928,3793,22729,378,422,27,81,8
7331091005_10154001826921006,2455,4850,12882,69,19,1388,12,7
7331091005_10154001640466006,943,848,6013,15,109,456,3,2
7331091005_10154001610586006,2314,8666,34538,487,192,1127,5,18
7331091005_10154001614316006,76,79,2770,15,6,16,1,1
7331091005_10154001558476006,1664,7271,11277,101,15,940,2,4
7331091005_10154001533441006,197,312,3242,9,17,96,7,12
7331091005_10154001484961006,57,151,1836,13,20,7,0,2
7331091005_10154001490901006,552,2152,15863,80,47,836,40,22
7331091005_10154001389046006,143,200,1771,8,22,69,5,11
7331091005_10154001355496006,145,576,3537,33,17,3,0,0
7331091005_10154001289741006,729,298,2625,13,10,137,6,9
7331091005_10154001268226006,41,62,576,11,6,0,0,1
