status_id,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
7331091005_10153976735111006,102,381,7299,78,24,15,0,1
7331091005_10153976712556006,601,603,8731,80,38,605,31,8
7331091005_10153976624021006,2353,3358,12358,34,26,2466,16,8
7331091005_10153976630786006,391,801,3653,17,104,46,3,1
7331091005_10153976568991006,2143,6274,32394,485,825,87,2,6
7331091005_10153976520016006,478,1464,14162,175,79,215,1,0
7331091005_10153976477641006,1044,1828,7919,119,17,472,2,15
7331091005_10153976441976006,204,598,7016,60,132,12,1,3
7331091005_10153976182101006,67,39,1135,2,13,10,1,0
7331091005_10153976168396006,37,23,1192,17,3,0,41,0
7331091005_10153976039001006,107,110,1446,1,27,3,132,7
7331091005_10153975893086006,223,928,5695,17,92,31,0,1
7331091005_10153975846096006,57,237,3572,81,18,1,0,0
7331091005_10153975705501006,3197,6950,19921,72,372,2701,23,47
7331091005_10153975618951006,32,77,1198,3,11,24,2,0
7331091005_10153975529106006,372,1621,13636,111,100,60,7,7
7331091005_10153975034121006,832,1624,6185,25,37,840,3,2
7331091005_10153975008706006,140,350,6068,66,73,36,10,2
7331091005_10153974964226006,96,73,1271,18,20,4,0,1
7331091005_10153974895376006,120,109,1956,4,9,179,1,0
7331091005_10153974844846006,254,333,5900,18,10,499,1,2
7331091005_10153974797906006,37,112,1715,11,8,2,0,12
7331091005_10153974533106006,58,101,4145,20,6,0,0,0
7331091005_10153974407906006,2598,2573,5156,40,82,573,11,8
7331091005_10153974391631006,155,320,4534,32,19,71,1,23
7331091005_10153974344486006,3421,15802,39523,221,177,1388,29,828
7331091005_10153974309391006,159,349,3313,7,4,246,2,1
7331091005_10153974293911006,176,263,3446,13,4,313,1,4
7331091005_10153974023231006,484,1958,15803,168,234,18,10,17
7331091005_10153974018146006,141,332,3229,39,6,13,3,2
7331091005_10153973906066006,36,71,2003,5,14,0,0,1
7331091005_10153973819056006,592,1212,5689,72,3,346,0,1
7331091005_10153973766991006,1352,7137,23157,370,6,536,1,2
7331091005_10153973745281006,58,91,1121,4,2,7,1,0
7331091005_10153973618631006,50,116,2617,23,2,8,1,2
7331091005_10153973441721006,243,276,4047,27,56,7,0,8
7331091005_10153973412651006,317,478,5094,91,10,25,3,1
7331091005_10153972781281006,16,90,2291,49,2,0,0,0
7331091005_10153972754376006,492,293,5539,68,19,57,2,4
7331091005_10153972724746006,891,1651,17773,49,211,81,1650,14
7331091005_10153972705676006,297,86,2513,11,4,46,1,5
7331091005_10153972572756006,159,288,11710,69,42,123,1,1
7331091005_10153972525961006,101,139,920,3,37,4,79,2
7331091005_10153972479596006,8,38,1198,13,4,0,0,0
7331091005_10153972410441006,82,58,402,2,14,15,0,3
7331091005_10153972379781006,432,950,4362,132,4,279,0,0
7331091005_10153972340036006,1016,3264,13811,41,349,123,51,698
7331091005_10153972283721006,886,3052,17533,199,738,59,0,6
7331091005_10153972257571006,543,3,5377,103,96,10,18,11
7331091005_10153972226816006,509,3777,22540,131,330,12,13,13
7331091005_10153972043846006,129,566,1646,14,11,0,0,1
7331091005_10153971895581006,111,519,6291,76,174,4,2,0
7331091005_10153971781526006,782,3474,12520,176,28,596,0,2
7331091005_10153971781636006,4479,14824,50611,206,117,4994,142,1831
7331091005_10153971745001006,62,50,575,2,0,7,0,0
7331091005_10153971699786006,48,1629,10806,210,12,3,2,1
7331091005_10153971602206006,1688,2367,5623,32,118,106,412,2374
7331091005_10153971417981006,1813,121,1802,21,14,57,2,6
7331091005_10153971445891006,209,433,1711,7,8,53,39,10
7331091005_10153971331526006,149,4592,21567,453,38,1,7,0
7331091005_10153971293301006,2641,3460,8264,40,268,616,87,43
7331091005_10153970569851006,346,241,6521,70,11,27,0,1
7331091005_10153970525756006,467,910,5016,11,209,41,187,10
7331091005_10153970510766006,25,69,1761,53,1,0,8,0
7331091005_10153970471066006,369,1070,7672,68,8,140,2,2
7331091005_10153970431971006,91,217,3660,18,1,218,0,0
7331091005_10153970397551006,610,3949,28974,300,482,23,4,12
7331091005_10153970309511006,567,1692,25819,190,39,1612,14,4
7331091005_10153970208271006,1555,32580,68513,1824,115,26,2211,3
7331091005_10153970182741006,117,799,5493,116,3,32,1,3
7331091005_10153969991806006,565,1653,8227,105,9,518,6,1
7331091005_10153969896331006,906,651,8929,35,13,848,14,14
7331091005_10153969856411006,88,503,15940,297,40,6,141,3
7331091005_10153969804906006,96,139,1269,5,3,10,0,0
7331091005_10153969786911006,119,1402,7096,274,3,3,258,0
7331091005_10153969751426006,1003,3732,13477,85,310,23,2,4
7331091005_10153969726176006,93,282,3380,58,19,1,0,1
7331091005_10153969709011006,626,654,7018,42,75,257,9,5
7331091005_10153969665476006,461,2142,25158,493,67,159,10,2
7331091005_10153969596121006,1001,6324,15282,228,11,1035,9,5
7331091005_10153969563976006,493,3237,28182,635,477,22,17,3
7331091005_10153969536946006,248,309,3190,56,0,120,1,0
7331091005_10153969484816006,216,368,5100,61,49,17,3,8
7331091005_10153969425301006,390,4260,40574,473,52,806,1,14
7331091005_10153969351196006,2359,76321,110078,4215,462,38,3477,11
7331091005_10153969347616006,242,164,827,4,12,15,2,4
7331091005_10153969314961006,1524,41613,149353,1783,419,43,7155,22
7331091005_10153969249956006,1812,23597,156458,2595,300,4317,80,3
7331091005_10153969086806006,400,1119,7751,63,111,207,0,2
7331091005_10153969079571006,98,190,483,1,29,8,0,1
7331091005_10153968625056006,660,7682,34781,807,68,12,1492,3
7331091005_10153968623296006,53,315,14421,283,9,2,193,0
7331091005_10153968567146006,115,3770,16563,353,9,1,392,2
7331091005_10153968560111006,904,10931,53564,1730,591,28,143,4
7331091005_10153968531976006,4051,22038,30489,292,24,1394,759,1
7331091005_10153968521536006,529,21538,58441,1650,575,29,216,6
7331091005_10153968500406006,2903,20202,28821,327,42,2379,6,56
7331091005_10153968470806006,764,12427,120133,2316,186,437,173,7
7331091005_10153968437621006,627,9126,74254,1236,675,68,32,8
7331091005_10153968392891006,719,7698,51280,669,1207,56,8,26
7331091005_10153968248356006,97,2219,31367,386,16,8,743,2
7331091005_10153968230746006,473,3161,31649,363,116,87,7,313
7331091005_10153968196786006,979,14106,41574,1127,99,10,1147,7
7331091005_10153968160241006,970,18815,52280,1644,42,16,2608,5
7331091005_10153968129656006,725,12195,99955,1174,339,512,8,26
7331091005_10153968096321006,201,234,3953,32,52,6,0,3
7331091005_10153968043456006,156,164,1659,7,18,71,8,1
7331091005_10153967997311006,106,93,828,1,23,2,9,6
7331091005_10153967990116006,120,681,10473,208,6,26,38,1
7331091005_10153967967346006,59,843,13067,252,36,2,128,0
7331091005_10153967906666006,94,92,994,15,0,38,1,0
7331091005_10153967802061006,78,1271,9439,185,6,4,194,0
7331091005_10153967738716006,163,344,2436,24,7,259,0,4
7331091005_10153967718121006,1801,2921,7183,28,193,741,39,38
7331091005_10153967677136006,56,673,6742,127,4,11,9,1
7331091005_10153967569776006,76,105,710,11,0,1,0,4
7331091005_10153967567176006,53,34,1030,2,1,18,1,0
7331091005_10153967464331006,1496,8528,19463,222,261,26,0,20
7331091005_10153967420481006,45,406,10975,157,13,5,97,2
7331091005_10153967406931006,231,431,3536,43,30,6,0,0
7331091005_10153967193631006,93,128,1466,6,3,28,1,0
7331091005_10153967182926006,3697,6016,13341,82,16,830,0,4
7331091005_10153967185466006,125,813,6536,164,1,76,22,0
7331091005_10153967139171006,259,133,1720,15,27,48,43,15
7331091005_10153967074951006,82,497,7725,90,10,6,106,0
7331091005_10153966989886006,132,644,4966,101,96,0,0,0
7331091005_10153966906341006,3556,24943,90506,2956,846,62,186,27
7331091005_10153966235936006,238,4842,24855,486,42,18,1110,3
7331091005_10153966149686006,1192,9795,58325,1423,218,17,1836,11
7331091005_10153966099241006,127,139,2202,31,3,14,0,6
7331091005_10153966063791006,150,858,9387,79,69,7,3,9
7331091005_10153965891096006,835,572,7012,13,70,182,18,21
7331091005_10153965859476006,304,392,4353,23,84,15,0,1
7331091005_10153965788191006,204,145,1878,3,80,49,6,5
7331091005_10153965705921006,499,4086,23486,477,56,8,448,2
7331091005_10153965598351006,71,104,1710,12,7,18,0,2
7331091005_10153965514831006,883,1609,8044,24,87,685,14,17
7331091005_10153965500306006,63,123,838,13,4,11,1,0
7331091005_10153965450616006,116,125,1219,2,8,54,13,6
7331091005_10153965415246006,30,16,696,2,0,5,0,1
7331091005_10153965348401006,253,354,2755,33,5,35,0,0
7331091005_10153965270576006,74,109,949,10,0,7,0,1
7331091005_10153965179726006,553,10165,13823,358,158,6,38,0
7331091005_10153965156736006,324,6288,41031,576,38,234,73,10
7331091005_10153965064921006,181,73,534,3,1,8,0,0
7331091005_10153965036876006,1015,995,9563,81,43,60,0,1
7331091005_10153964913166006,64,55,760,2,8,0,1,1
7331091005_10153964878976006,8,65,1368,14,5,0,1,0
7331091005_10153964790716006,739,11094,16916,242,259,13,1,3
7331091005_10153964832656006,73,58,1502,11,2,15,0,0
7331091005_10153964767566006,562,402,3312,17,11,525,1,4
7331091005_10153964719901006,72,89,2987,26,7,48,3,0
7331091005_10153964652241006,314,477,3870,3,128,13,24,251
7331091005_10153963891711006,655,2770,19170,179,425,20,4,2
7331091005_10153963866861006,462,1436,16272,97,252,38,0,2
7331091005_10153963829691006,161,647,6289,142,5,2,56,0
7331091005_10153963776566006,48,72,1377,11,17,0,0,0
7331091005_10153963749501006,134,1274,15421,224,14,3,933,1
7331091005_10153963679381006,29,22,2321,8,3,4,0,0
7331091005_10153963609936006,131,196,1847,25,10,2,4,5
7331091005_10153963590066006,84,121,2580,8,28,24,0,2
7331091005_10153963578191006,312,765,6224,18,69,208,2,3
7331091005_10153963526676006,308,7352,27906,614,30,14,1177,1
7331091005_10153963460926006,50,85,3728,77,5,1,2,0
7331091005_10153963409666006,130,1736,28840,291,198,13,18,1
7331091005_10153963380786006,691,6601,52470,463,163,847,7,17
7331091005_10153963355576006,754,724,2537,3,57,200,29,26
7331091005_10153963337311006,83,48,1243,2,0,14,4,15
7331091005_10153963236391006,833,705,4360,13,43,301,8,5
7331091005_10153963104616006,1177,1944,7878,18,68,633,3,1
7331091005_10153963087036006,70,50,2220,8,0,6,0,2
7331091005_10153962957881006,670,28393,37321,1022,45,17,1224,4
7331091005_10153962791381006,263,322,2000,18,2,34,0,2
7331091005_10153962752586006,69,257,1239,6,7,0,1,0
7331091005_10153962718696006,16,28,563,11,0,1,0,0
7331091005_10153962666791006,90,125,2610,18,1,120,0,0
7331091005_10153962583476006,576,1348,6970,115,169,2,0,1
7331091005_10153962501636006,62,32,1239,3,12,4,13,0
7331091005_10153962420531006,19,59,2670,15,1,1,126,0
7331091005_10153962385026006,6626,10004,14272,28,525,810,6,4
7331091005_10153961724851006,145,881,23937,148,12,8,944,4
7331091005_10153961681151006,536,2601,17393,187,14,755,2,1
7331091005_10153961604126006,833,627,4881,79,14,155,0,12
7331091005_10153961556676006,141,229,8995,18,23,125,90,4
7331091005_10153961485426006,716,5351,53290,673,595,44,28,157
7331091005_10153961420311006,1591,4042,24266,196,817,234,5,18
7331091005_10153961389346006,48,139,1049,2,20,12,0,0
7331091005_10153961340926006,176,259,4593,24,101,3,0,0
7331091005_10153961314071006,290,439,5309,15,40,222,33,8
7331091005_10153961261891006,89,252,2945,8,29,3,3,4
7331091005_10153961221921006,1007,1787,7063,18,5,390,15,3
7331091005_10153961152061006,248,2553,29172,733,151,10,76,3
7331091005_10153961096321006,385,802,5859,21,154,9,0,0
7331091005_10153961061571006,283,1206,12647,233,178,24,9,1
7331091005_10153960999751006,72,304,4752,14,10,1,433,41
7331091005_10153960969546006,274,95,1751,36,16,57,3,7
7331091005_10153960947836006,162,896,12963,217,48,25,69,2
7331091005_10153960876241006,62,42,717,0,7,14,1,3
7331091005_10153960827186006,7,12,514,1,1,0,0,1
7331091005_10153960616311006,28,36,786,1,0,30,0,0
7331091005_10153960480131006,345,1667,10960,211,8,24,124,1
7331091005_10153960287296006,292,823,21911,201,40,29,486,5
7331091005_10153960255376006,1503,2869,15750,343,136,567,12,57
7331091005_10153960122106006,255,764,2656,5,137,1,755,39
7331091005_10153959532431006,436,1425,10651,81,158,45,6,2
7331091005_10153959494596006,113,306,4080,20,79,5,0,0
7331091005_10153959480131006,104,437,4927,22,71,37,1,0
7331091005_10153959397041006,82,88,3306,22,9,93,0,0
7331091005_10153959350786006,1088,2385,16451,275,96,338,0,0
7331091005_10153959336876006,314,656,7571,93,37,21,4,144
7331091005_10153959289851006,361,703,8143,70,4,272,0,13
7331091005_10153959236776006,95,110,2274,16,2,45,0,1
7331091005_10153959153581006,78,171,4623,40,4,26,12,0
7331091005_10153959057926006,164,90,2357,4,1,76,29,12
7331091005_10153959033096006,15,18,684,4,0,4,0,0
7331091005_10153959016336006,66,109,2136,11,1,12,2,1
7331091005_10153958837621006,53,53,1106,15,8,18,0,2
7331091005_10153958755361006,36,99,849,15,19,0,0,3
7331091005_10153958573566006,232,221,1766,10,3,175,2,0
7331091005_10153958484121006,27,101,2021,32,11,1,0,0
7331091005_10153958358501006,70,91,3345,17,5,18,0,5
7331091005_10153958141776006,584,1523,12157,322,14,192,4,6
7331091005_10153958027221006,308,335,8021,105,31,200,1,4
7331091005_10153957943211006,218,211,3547,17,7,61,2,5
7331091005_10153957925416006,39,115,2728,23,6,2,1,1
7331091005_10153957240046006,430,578,8611,63,119,9,7,4
7331091005_10153957222226006,344,607,6791,74,45,58,12,1
7331091005_10153957183906006,88,492,5419,62,18,2,188,0
7331091005_10153957109611006,48,133,1787,7,25,0,1,0
7331091005_10153957076936006,824,11925,34449,1300,172,10,15,4
7331091005_10153957002531006,106,1339,6469,158,5,5,188,0
7331091005_10153956938691006,302,862,6138,31,178,14,0,0
7331091005_10153956927896006,360,484,5048,13,60,228,40,4
7331091005_10153956861661006,75,267,3283,13,62,1,0,0
7331091005_10153956843156006,169,403,4008,20,99,4,0,2
7331091005_10153956765726006,117,83,953,2,8,27,1,7
7331091005_10153956757031006,74,86,1913,4,30,30,0,1
7331091005_10153956645931006,335,729,6436,54,155,68,9,3
7331091005_10153956638266006,269,401,1115,11,42,23,295,82
7331091005_10153956598931006,114,53,1346,7,5,19,1,2
7331091005_10153956564331006,329,165,5397,4,25,69,119,45
7331091005_10153956473416006,16,16,752,3,0,2,0,2
7331091005_10153956397546006,315,501,2166,34,6,122,0,0
7331091005_10153956345791006,434,327,2240,5,42,101,6,7
7331091005_10153956213951006,474,655,3055,13,34,14,5,21
7331091005_10153956171641006,1832,6975,46697,330,1670,177,56,33
7331091005_10153956036551006,8405,38345,58999,814,98,2627,3,3
7331091005_10153956007131006,233,368,4471,77,5,40,0,6
7331091005_10153955972606006,40,66,1242,0,1,51,0,0
7331091005_10153955810011006,234,579,6769,50,2,227,0,1
7331091005_10153955762796006,641,2906,13149,313,45,9,208,3
7331091005_10153955739351006,169,191,2472,5,45,5,74,1
7331091005_10153955139276006,593,752,5611,33,2,410,0,1
7331091005_10153955116071006,231,581,4232,21,73,106,2,2
7331091005_10153955094611006,68,194,1714,21,6,5,0,14
7331091005_10153955090736006,1302,12399,65183,631,920,94,18,48
7331091005_10153955052116006,144,707,7590,49,142,6,0,1
7331091005_10153955032271006,420,615,5341,17,4,486,0,1
7331091005_10153954922431006,247,160,1203,2,48,49,4,3
7331091005_10153954927561006,1033,6655,60345,357,570,26,2,2
7331091005_10153954890081006,317,1055,6746,59,225,9,0,4
7331091005_10153954834596006,724,785,7362,49,13,510,2,10
7331091005_10153954774891006,170,162,881,1,3,12,5,22
7331091005_10153954725146006,166,3038,12313,545,10,8,256,2
7331091005_10153954574791006,112,255,3014,28,9,41,0,0
7331091005_10153954419081006,594,6190,6674,150,49,28,0,1
7331091005_10153954388791006,152,1152,3994,65,43,4,0,0
7331091005_10153954340461006,813,757,7061,34,47,126,4,3
7331091005_10153954252106006,253,6199,34073,455,18,16,1570,3
7331091005_10153954146206006,21,43,544,4,7,1,0,1
7331091005_10153954128706006,350,297,2318,11,13,145,4,50
7331091005_10153954109301006,139,279,2949,46,9,14,1,0
7331091005_10153954061906006,175,1270,19987,120,184,11,3,1
7331091005_10153954039061006,581,5009,27598,566,51,15,557,11
7331091005_10153954027436006,98,111,5254,53,6,14,4,22
7331091005_10153953997726006,432,526,2396,7,17,24,1,3
7331091005_10153953930586006,244,745,3870,76,25,1,0,0
7331091005_10153953866431006,208,1880,16940,285,11,4,375,3
7331091005_10153953864401006,147,169,2205,9,21,121,1,2
7331091005_10153953737921006,883,5185,19360,210,257,43,3,9
7331091005_10153953675751006,245,3397,14772,618,12,9,115,0
7331091005_10153953665176006,26,101,722,7,6,0,0,0
7331091005_10153953533846006,48,263,4424,49,4,1,1,0
7331091005_10153952927931006,317,1746,18340,333,117,12,329,2
7331091005_10153952834346006,958,418,4738,13,17,501,25,77
7331091005_10153952819616006,47,136,8815,71,38,7,4,6
7331091005_10153952795141006,575,752,13194,142,62,303,5,7
7331091005_10153952751341006,93,341,7712,87,75,3,5,1
7331091005_10153952754241006,63,69,1227,11,17,2,0,0
7331091005_10153952735326006,157,84,2641,17,6,6,1,26
7331091005_10153952659551006,87,361,3672,14,68,7,0,0
7331091005_10153952642916006,292,329,5271,29,10,304,17,6
7331091005_10153952538131006,126,79,759,12,6,59,2,3
7331091005_10153952464821006,35,70,747,5,3,6,0,0
7331091005_10153952416386006,1929,11634,28946,407,238,23,2,10
7331091005_10153952389261006,134,436,1793,2,39,3,693,5
7331091005_10153952308491006,838,850,4361,38,2,256,0,4
7331091005_10153952271456006,124,118,2697,21,6,26,3,0
7331091005_10153952152956006,537,7023,42077,515,51,256,3,2
7331091005_10153952097426006,426,387,2861,17,1,112,0,1
7331091005_10153952011731006,173,348,2287,30,3,99,0,0
7331091005_10153951736251006,5430,25828,25940,562,23,2027,3,1
7331091005_10153951622351006,422,209,3510,12,19,117,1,14
7331091005_10153951599721006,325,959,5188,371,6,33,1,0
7331091005_10153951542451006,594,943,4937,29,24,653,10,1
7331091005_10153951514681006,6,14,532,0,2,10,0,0
7331091005_10153951372091006,286,807,2665,10,49,11,0,0
7331091005_10153950683491006,274,2410,34141,286,35,22,2384,15
7331091005_10153950674366006,194,83,1712,4,3,121,5,4
7331091005_10153950646051006,268,645,8899,82,142,10,0,1
7331091005_10153950624486006,59,69,2674,8,26,18,0,2
7331091005_10153950558216006,400,902,10921,62,192,95,0,2
7331091005_10153950528196006,216,1846,25305,258,253,8,2,1
7331091005_10153950421336006,223,350,5473,22,84,32,2,1
7331091005_10153950412831006,156,207,3044,23,50,6,2,2
7331091005_10153950397686006,672,312,4443,21,2,362,5,1
7331091005_10153950325951006,68,836,10001,431,24,8,7,0
7331091005_10153950171281006,901,1467,13974,94,586,22,0,0
7331091005_10153950133396006,207,312,1430,49,1,29,0,1
7331091005_10153949989251006,122,328,856,13,0,67,0,1
7331091005_10153949979791006,118,273,4351,54,50,2,1,8
7331091005_10153949852631006,1813,3282,9042,164,5,510,1,2
7331091005_10153949745836006,277,776,1373,24,1,95,0,0
7331091005_10153949671271006,230,1506,6215,138,229,2,1,0
7331091005_10153949668071006,105,193,5136,37,1,178,2,4
7331091005_10153949655531006,2491,5431,14025,155,36,533,17,77
7331091005_10153949576246006,1304,3515,7380,114,11,480,0,0
7331091005_10153949469841006,41,58,213,6,1,14,0,1
7331091005_10153949439631006,980,635,1527,36,78,99,19,23
7331091005_10153949411011006,61,20,731,2,1,8,0,2
7331091005_10153949359401006,371,1081,5705,66,8,128,1,2
7331091005_10153949257781006,22,101,3898,28,15,0,1,1
7331091005_10153949230691006,577,533,4129,18,8,303,1,0
7331091005_10153949124236006,286,454,6523,99,1,176,1,7
7331091005_10153949075121006,270,734,19385,213,54,186,3,7
7331091005_10153948980381006,218,930,6101,117,22,2,2,0
7331091005_10153948966906006,193,448,2908,49,92,11,3,11
7331091005_10153948863606006,571,2009,13567,134,47,607,1,2
7331091005_10153948790521006,622,2124,9817,128,25,528,6,4
7331091005_10153948728461006,995,3952,23671,251,291,201,9,15
7331091005_10153948700591006,194,201,1488,15,0,58,2,2
7331091005_10153948118771006,47,136,8815,71,38,7,4,6
7331091005_10153948115696006,306,4058,73329,1106,354,56,48,3
7331091005_10153948093566006,274,2760,10833,242,72,8,11,4
7331091005_10153948051456006,174,477,3917,23,37,59,3,10
7331091005_10153948038096006,6628,75434,140390,2255,5100,295,183,139
7331091005_10153947999946006,370,3745,19648,237,236,20,29,47
7331091005_10153947999921006,6961,60139,98549,786,125,6683,238,116
7331091005_10153947892786006,241,1698,56762,751,148,19,23,2
7331091005_10153947708881006,624,2771,14214,195,10,173,6,6
7331091005_10153947648421006,2472,4504,14774,191,23,784,0,0
7331091005_10153947525646006,133,292,3151,60,31,11,6,4
7331091005_10153947389691006,1143,11073,81810,1209,398,27,10,5
7331091005_10153947252656006,102,417,4517,53,1,107,1,1
7331091005_10153947145426006,227,87,743,0,8,64,2,58
7331091005_10153947096161006,164,668,3748,7,15,71,161,1
7331091005_10153947057871006,1309,25195,93484,1765,196,275,6,4
7331091005_10153947039871006,261,617,2739,62,3,163,3,2
7331091005_10153946990236006,427,2049,23894,118,38,169,542,2
7331091005_10153946974736006,61,209,2276,11,8,0,0,0
7331091005_10153946907186006,65,110,1636,14,5,2,0,1
7331091005_10153946903026006,150,246,3086,10,4,11,3,1
7331091005_10153946801621006,299,1088,5446,35,28,185,1,1
7331091005_10153946766076006,222,1057,12217,211,60,2,0,0
7331091005_10153946666926006,1918,5239,32100,307,456,71,2,3
7331091005_10153946581776006,79,123,1208,9,5,3,1,1
7331091005_10153945873381006,28,201,1766,7,5,4,1,1
7331091005_10153945848166006,210,927,12083,191,54,8,216,2
7331091005_10153945819116006,1095,3083,17884,453,124,107,29,566
7331091005_10153945763576006,4135,11457,27960,135,823,1170,26,5
7331091005_10153945748791006,300,616,10065,53,18,413,2,3
7331091005_10153945675556006,218,396,4894,39,176,22,2,2
7331091005_10153945624471006,247,682,8129,58,89,33,0,3
7331091005_10153945595271006,547,1197,15014,282,192,22,2,3
7331091005_10153945562671006,33,42,647,4,8,0,1,0
7331091005_10153945506471006,1554,6237,11007,102,127,9,1,1
7331091005_10153945385736006,269,1107,7626,112,15,41,1,4
7331091005_10153945328711006,216,406,3366,20,13,146,0,1
7331091005_10153945283631006,546,555,7189,7,48,353,129,53
7331091005_10153945213681006,2226,13170,33946,198,606,975,16,22
7331091005_10153945149286006,26,37,682,4,1,12,0,1
7331091005_10153945104471006,12,25,290,5,0,0,0,0
7331091005_10153945054481006,16,108,2901,45,0,0,0,0
7331091005_10153944861846006,938,993,7278,57,1,235,0,0
7331091005_10153944799946006,89,1183,5117,176,8,0,94,0
7331091005_10153944789216006,147,474,9975,72,43,5,0,2
7331091005_10153944654646006,217,641,5119,31,4,205,0,0
7331091005_10153944608366006,656,603,4272,8,311,153,211,35
7331091005_10153944541751006,144,1092,2790,44,4,32,0,0
7331091005_10153944394041006,170,351,2179,14,4,70,0,0
7331091005_10153943582111006,501,1398,17763,252,44,598,0,0
7331091005_10153943551861006,1278,2263,10957,250,27,276,1,23
7331091005_10153943531921006,114,1063,7408,70,33,3,0,2
7331091005_10153943463696006,4200,26345,21249,465,15,1178,0,15
7331091005_10153943418341006,44,195,3756,30,21,7,2,1
7331091005_10153943396161006,620,534,3451,57,8,95,0,1
7331091005_10153943371526006,285,646,7091,67,2,493,1,1
7331091005_10153943341891006,549,1369,5285,28,109,165,1,0
7331091005_10153943308201006,100,367,3148,13,11,84,1,1
7331091005_10153943257316006,1218,4939,21791,293,24,876,8,52
7331091005_10153943248386006,233,1172,5937,60,9,124,2,2
7331091005_10153943236486006,286,1420,11332,66,252,90,26,10
7331091005_10153943231331006,589,2063,12574,153,10,152,0,6
7331091005_10153943161546006,127,422,5022,33,118,16,0,0
7331091005_10153943128981006,141,218,5977,22,71,9,1,2
7331091005_10153943097206006,249,197,2295,8,7,21,4,34
7331091005_10153943079271006,73,0,425,2,1,9,6,1
7331091005_10153943003951006,202,1075,14074,89,54,11,2,0
7331091005_10153942924531006,20,82,1502,9,0,9,1,1
7331091005_10153942854016006,37,264,3061,26,14,2,2,0
7331091005_10153942814191006,33,70,1165,14,1,0,0,0
7331091005_10153942807576006,61,35,1099,2,1,0,0,1
7331091005_10153942765731006,94,285,3056,9,29,4,1,2
7331091005_10153942710296006,88,111,1545,16,1,48,0,2
7331091005_10153942673746006,18,29,502,1,3,1,0,0
7331091005_10153942577031006,171,268,3582,28,132,1,0,1
7331091005_10153942500616006,995,1417,4464,99,4,114,0,2
7331091005_10153942458971006,71,186,1589,11,0,67,0,0
7331091005_10153942424601006,168,621,5367,83,7,27,0,2
7331091005_10153942331581006,84,138,1152,7,0,0,0,0
7331091005_10153942316071006,801,864,2787,3,34,96,27,276
7331091005_10153942276481006,534,904,4422,13,41,176,0,0
7331091005_10153942195936006,124,250,4928,9,5,289,0,1
7331091005_10153941610151006,932,4681,19321,357,88,668,60,93
7331091005_10153941551351006,913,2359,20686,445,179,432,55,47
7331091005_10153941489871006,1482,5425,16267,124,422,321,3,30
7331091005_10153941474416006,557,932,8187,35,10,480,0,2
7331091005_10153941429361006,2013,3136,13102,49,137,548,14,45
7331091005_10153941422886006,923,2028,16269,150,381,73,2,3
7331091005_10153941393271006,48,185,2369,23,28,7,1,0
7331091005_10153941341336006,363,671,9700,54,168,7,1,1
7331091005_10153941343301006,53,134,2826,18,25,0,1,2
7331091005_10153941310871006,326,406,5191,16,21,221,3,10
7331091005_10153941286216006,139,410,3670,25,68,4,0,0
7331091005_10153941252101006,40,135,2082,8,22,6,1,1
7331091005_10153941179261006,243,631,4610,16,80,86,2,0
7331091005_10153941141431006,227,358,6647,50,4,265,1,2
7331091005_10153941138716006,18,59,1299,7,2,1,0,0
7331091005_10153941090626006,20,15,827,0,1,1,0,0
7331091005_10153941007496006,117,645,11390,232,40,5,0,0
7331091005_10153940818711006,532,2383,10045,76,223,8,2,0
7331091005_10153940654181006,78,61,815,3,2,0,1,0
7331091005_10153940595226006,25,49,392,6,0,1,0,2
7331091005_10153940531301006,95,172,1142,6,3,4,1,0
7331091005_10153940513526006,437,1178,5777,124,41,50,0,2
7331091005_10153940471751006,220,4628,18624,189,6,4,331,4
7331091005_10153940401761006,463,1119,6887,35,336,12,3,0
7331091005_10153940349601006,21,84,849,14,4,1,1,1
7331091005_10153940325926006,126,257,2136,48,5,2,1,1
7331091005_10153940077846006,88,55,931,0,3,21,0,0
7331091005_10153939848516006,82,187,3619,26,20,0,0,0
7331091005_10153938998171006,255,105,4491,18,6,172,1,3
7331091005_10153938981426006,64,231,5034,32,61,6,0,0
7331091005_10153938959281006,79,365,3745,15,71,6,0,0
7331091005_10153938930996006,122,310,5616,50,115,6,2,0
7331091005_10153938868281006,179,220,1683,6,4,195,1,0
7331091005_10153938833551006,587,720,13504,248,30,90,3,9
7331091005_10153938783101006,515,940,6371,30,206,14,0,1
7331091005_10153938630921006,716,489,4883,9,20,560,11,6
7331091005_10153938578061006,22,46,1332,1,7,3,0,1
7331091005_10153938471771006,597,953,6484,46,123,15,1,4
7331091005_10153938408216006,115,680,10890,312,6,2,152,1
7331091005_10153938335196006,47,104,3212,24,29,6,1,0
7331091005_10153938299051006,1367,3163,3614,36,150,116,23,18
7331091005_10153938264076006,172,192,1718,2,49,42,7,15
7331091005_10153938258466006,20,34,436,3,1,0,0,1
7331091005_10153938202996006,150,154,6486,12,14,13,3,0
7331091005_10153938054356006,107,89,994,4,5,53,0,0
7331091005_10153937969096006,34,94,3518,23,15,1,0,0
7331091005_10153937912781006,250,857,12359,167,164,8,8,0
7331091005_10153937901931006,362,375,5323,7,14,231,1,8
7331091005_10153937666071006,435,839,6709,47,291,5,2,3
7331091005_10153937434826006,39,47,1102,11,1,0,0,0
